# Ashcroft-Langreth Sij(q)       [Ge,Ge]                   
       15.1802327871           0.9923780187   
       15.2293316232           0.9950407482   
       15.2784304592           0.9983836719   
       15.3275292953           1.0017446767   
       15.3766281313           1.0044507833   
       15.4257269674           1.0059416847   
       15.4748258035           1.0058737569   
       15.5239246395           1.0041853508   
       15.5730234756           1.0011113870   
       15.6221223117           0.9971446890   
       15.6712211477           0.9929513074   
       15.7203199838           0.9892554296   
       15.7694188199           0.9867148020   
       15.8185176559           0.9858089587   
       15.8676164920           0.9867597983   
       15.9167153281           0.9894977970   
       15.9658141641           0.9936786530   
       16.0149130002           0.9987460664   
       16.0640118363           1.0040283543   
       16.1131106723           1.0088511015   
       16.1622095084           1.0126459318   
       16.2113083444           1.0150369741   
       16.2604071805           1.0158912378   
       16.3095060166           1.0153259104   
       16.3586048526           1.0136732222   
       16.4077036887           1.0114106230   
       16.4568025248           1.0090693965   
       16.5059013608           1.0071377274   
       16.5550001969           1.0059743304   
       16.6040990330           1.0057462770   
       16.6531978690           1.0064002061   
       16.7022967051           1.0076705557   
       16.7513955412           1.0091227320   
       16.8004943772           1.0102240914   
       16.8495932133           1.0104318753   
       16.8986920494           1.0092851937   
       16.9477908854           1.0064878787   
       16.9968897215           1.0019704200   
       17.0459885575           0.9959219481   
       17.0950873936           0.9887869921   
       17.1441862297           0.9812260863   
       17.1932850657           0.9740438109   
       17.2423839018           0.9680921065   
       17.2914827379           0.9641602638   
       17.3405815739           0.9628654330   
       17.3896804100           0.9645584348   
       17.4387792461           0.9692587832   
       17.4878780821           0.9766300140   
       17.5369769182           0.9860017649   
       17.5860757543           0.9964389742   
       17.6351745903           1.0068517690   
       17.6842734264           1.0161330584   
       17.7333722624           1.0233056079   
       17.7824710985           1.0276574754   
       17.8315699346           1.0288448831   
       17.8806687706           1.0269452036   
       17.9297676067           1.0224494792   
       17.9788664428           1.0161929112   
       18.0279652788           1.0092316843   
       18.0770641149           1.0026836696   
       18.1261629510           0.9975572976   
       18.1752617870           0.9945958643   
       18.2243606231           0.9941629530   
       18.2734594592           0.9961885597   
       18.3225582952           1.0001857680   
       18.3716571313           1.0053360125   
       18.4207559674           1.0106291635   
       18.4698548034           1.0150349920   
       18.5189536395           1.0176768623   
       18.5680524755           1.0179778897   
       18.6171513116           1.0157545201   
       18.6662501477           1.0112417510   
       18.7153489837           1.0050463738   
       18.7644478198           0.9980374552   
       18.8135466559           0.9911944045   
       18.8626454919           0.9854403181   
       18.9117443280           0.9814904867   
       18.9608431641           0.9797426017   
       19.0099420001           0.9802269769   
       19.0590408362           0.9826236161   
       19.1081396723           0.9863404301   
       19.1572385083           0.9906357363   
       19.2063373444           0.9947604808   
       19.2554361804           0.9980928066   
       19.3045350165           1.0002400948   
       19.3536338526           1.0010908042   
       19.4027326886           1.0008088161   
       19.4518315247           0.9997744307   
       19.5009303608           0.9984863924   
       19.5500291968           0.9974463605   
       19.5991280329           0.9970498020   
       19.6482268690           0.9975050052   
       19.6973257050           0.9987954011   
       19.7464245411           1.0006910915   
       19.7955233772           1.0028053528   
       19.8446222132           1.0046829836   
       19.8937210493           1.0059014173   
       19.9428198854           1.0061636155   
       19.9919187214           1.0053641132   
       20.0410175575           1.0036155651   
       20.0901163935           1.0012313980   
       20.1392152296           0.9986689572   
       20.1883140657           0.9964450829   
       20.2374129017           0.9950409167   
       20.2865117378           0.9948140978   
       20.3356105739           0.9959342902   
       20.3847094099           0.9983528213   
       20.4338082460           1.0018103226   
       20.4829070821           1.0058790968   
       20.5320059181           1.0100309228   
       20.5811047542           1.0137172277   
       20.6302035903           1.0164475468   
       20.6793024263           1.0178538867   
       20.7284012624           1.0177324007   
       20.7775000984           1.0160586837   
       20.8265989345           1.0129779003   
       20.8756977706           1.0087748852   
       20.9247966066           1.0038316545   
       20.9738954427           0.9985802248   
       21.0229942788           0.9934574911   
       21.0720931148           0.9888667256   
       21.1211919509           0.9851477701   
       21.1702907870           0.9825558916   
       21.2193896230           0.9812480438   
       21.2684884591           0.9812750890   
       21.3175872952           0.9825792111   
       21.3666861312           0.9849968597   
       21.4157849673           0.9882685465   
       21.4648838034           0.9920571592   
       21.5139826394           0.9959758658   
       21.5630814755           0.9996251407   
       21.6121803115           1.0026362720   
       21.6612791476           1.0047164572   
       21.7103779837           1.0056889131   
       21.7594768197           1.0055209068   
       21.8085756558           1.0043335883   
       21.8576744919           1.0023899765   
       21.9067733279           1.0000610367   
       21.9558721640           0.9977738056   
       22.0049710001           0.9959491156   
       22.0540698361           0.9949388426   
       22.1031686722           0.9949731469   
       22.1522675083           0.9961266965   
       22.2013663443           0.9983095716   
       22.2504651804           1.0012840898   
       22.2995640165           1.0047040600   
       22.3486628525           1.0081689559   
       22.3977616886           1.0112830306   
       22.4468605246           1.0137089762   
       22.4959593607           1.0152074207   
       22.5450581968           1.0156569290   
       22.5941570328           1.0150534605   
       22.6432558689           1.0134924503   
       22.6923547050           1.0111398829   
       22.7414535410           1.0082002283   
       22.7905523771           1.0048886391   
       22.8396512132           1.0014125515   
       22.8887500492           0.9979644413   
       22.9378488853           0.9947238514   
       22.9869477214           0.9918638920   
       23.0360465574           0.9895560138   
       23.0851453935           0.9879673544   
       23.1342442295           0.9872472932   
       23.1833430656           0.9875034420   
       23.2324419017           0.9887712472   
       23.2815407377           0.9909846039   
       23.3306395738           0.9939564600   
       23.3797384099           0.9973777171   
       23.4288372459           1.0008397603   
       23.4779360820           1.0038811642   
       23.5270349181           1.0060535172   
       23.5761337541           1.0069961356   
       23.6252325902           1.0065059705   
       23.6743314263           1.0045881959   
       23.7234302623           1.0014752434   
       23.7725290984           0.9976071795   
       23.8216279345           0.9935734102   
       23.8707267705           0.9900233816   
       23.9198256066           0.9875606248   
       23.9689244426           0.9866387116   
       24.0180232787           0.9874784335   
       24.0671221148           0.9900224490   
       24.1162209508           0.9939372283   
       24.1653197869           0.9986635169   
       24.2144186230           1.0035074081   
       24.2635174590           1.0077562618   
       24.3126162951           1.0107987523   
       24.3617151312           1.0122272917   
       24.4108139672           1.0119042424   
       24.4599128033           1.0099801003   
       24.5090116394           1.0068608933   
       24.5581104754           1.0031315916   
       24.6072093115           0.9994504886   
       24.6563081475           0.9964346619   
       24.7054069836           0.9945577771   
       24.7545058197           0.9940784842   
       24.8036046557           0.9950111490   
       24.8527034918           0.9971420400   
       24.9018023279           1.0000851527   
       24.9509011639           1.0033644073   
